361238,MMMM-677,1,Провести нагрузочное тестирование версий 2.10.0 и 2.10.0,2023-10-13 11:29:00.000000,2023-11-09 18:13:16.972000,2023-11-09 18:13:16.972000,,,2023-11-09 18:13:00.000000,2023-11-09 18:13:00.000000,
361237,MMMM-676,2,Провести нагрузочное тестирование версий 2.3.0 и версий 2.10.0,2023-10-13 11:28:00.000000,2023-11-11 00:45:51.458000,2023-11-11 00:45:51.458000,,,2023-11-11 00:46:00.000000,2023-11-11 00:46:00.000000,
360753,MMMM-672,2, Сделать обновление конфигурации в одном потоке с обработкой соединений.,2023-10-11 13:03:00.000000,2023-10-11 16:29:05.526000,2023-10-11 16:29:05.526000,,,2023-10-19 11:02:00.000000,2023-11-13 13:26:00.000000,5
360658,MMMM-671,2,[AT] Написание автотестов ,2023-10-10 19:39:00.000000,2023-10-10 19:39:33.528000,2023-10-10 19:39:33.528000,,,2023-10-18 21:26:00.000000,2023-11-13 13:22:00.000000,
357757,MMMM-662,1,"MUPS : Can't send message, Socket is not connected",2023-09-26 19:21:00.000000,2023-11-07 11:07:54.961000,2023-11-07 11:07:54.961000,,,2023-11-10 17:03:00.000000,2023-11-10 17:03:00.000000,8
355027,MMMM-654,1,[Prod] Баг с перечиткой конфигурации,2023-09-13 17:11:00.000000,2023-09-14 16:27:52.235000,2023-10-11 12:17:35.057000,2023-10-11 14:24:54.049000,2023-10-11 17:06:39.337000,2023-10-11 14:24:00.000000,2023-11-13 13:11:00.000000,
354646,MMMM-652,3,Console. Привести gradle-файлы в соответствие с проектом,2023-09-12 14:26:00.000000,2023-09-13 10:26:14.087000,2023-09-13 10:26:14.087000,2023-10-06 18:51:59.656000,,2023-10-13 11:27:00.000000,2023-11-13 13:17:00.000000,
331064,MMMM-565,1,консоль : замена соединений на подстановочные в отображении,2023-05-22 19:32:00.000000,2023-08-29 19:18:56.883000,2023-08-29 19:18:56.883000,,2023-09-14 02:28:59.674000,2023-10-13 09:08:00.000000,2023-11-13 13:15:00.000000,8
